"state","year","quarter","district","count","amount"
"gujarat",2021,3,"porbandar ","275154","690810568"
"gujarat",2021,3,"gandhinagar ","6318239","10546315791"
"gujarat",2021,3,"panch mahals ","1549556","2762752529"
"gujarat",2021,3,"narmada ","446278","730606769"
"gujarat",2021,3,"gir somnath ","912616","2047248879"
"gujarat",2021,3,"valsad ","4434194","7173200940"
"gujarat",2021,3,"mahisagar ","442046","893324970"
"gujarat",2021,3,"abar kantha ","2129127","3945628261"
"gujarat",2021,3,"api ","1010949","1621047026"
"gujarat",2021,3,"vadodara ","10555446","16336422911"
"gujarat",2021,3,"banas kantha ","4877149","11302732745"
"gujarat",2021,3,"amreli ","880856","2030095873"
"gujarat",2021,3,"ahmadabad ","58611265","101760598132"
"gujarat",2021,3,"ohad ","924227","1953033067"
"gujarat",2021,3,"navsari ","1703437","2845342547"
"gujarat",2021,3,"patan ","1805160","3735782880"
"gujarat",2021,3,"kachchh ","4378602","9001941153"
"gujarat",2021,3,"urendranagar ","1292951","2671069363"
"gujarat",2021,3,"morbi ","1407999","3472418252"
"gujarat",2021,4,"anand ","2754485","4901381739"
"gujarat",2021,4,"jamnagar ","1892202","3573928285"
"gujarat",2021,4,"evbhumi dwarka ","508824","1236361451"
"gujarat",2021,4,"ajkot ","4398724","9808446764"
"gujarat",2021,4,"aravallis ","1389157","2813603552"
"gujarat",2021,4,"hhotaudepur ","399985","776880206"
"gujarat",2021,4,"botad ","981895","2347736166"
"gujarat",2021,4,"bharuch ","6671068","10647007113"
"gujarat",2021,4,"bhavnagar ","2503192","5912161062"
"gujarat",2021,4,"junagadh ","1067289","2439626368"
"gujarat",2021,4,"mahesana ","5022604","10719744657"
"gujarat",2021,4,"he dangs ","175673","266936831"
"gujarat",2021,4,"kheda ","2115182","3982871288"
"gujarat",2021,4,"urat ","26358525","51244301661"
"gujarat",2021,4,"porbandar ","334768","922030260"
"gujarat",2021,4,"gandhinagar ","7658806","13063535936"
"gujarat",2021,4,"panch mahals ","1950412","3527540821"
"gujarat",2021,4,"narmada ","547754","905726393"
"gujarat",2021,4,"gir somnath ","1171670","2747773642"
"gujarat",2021,4,"valsad ","5798487","9554286593"
"gujarat",2021,4,"mahisagar ","559971","1204459444"
"gujarat",2021,4,"abar kantha ","2653416","5247467975"
"gujarat",2021,4,"api ","1283905","2146758330"
"gujarat",2021,4,"vadodara ","12675332","20051547593"
"gujarat",2021,4,"banas kantha ","6396725","14662295530"
"gujarat",2021,4,"amreli ","1108699","2596504411"
"gujarat",2021,4,"ahmadabad ","70075885","124559345468"
"gujarat",2021,4,"ohad ","1212646","2565405628"
"gujarat",2021,4,"navsari ","2220944","3782948232"
"gujarat",2021,4,"patan ","2293931","4836124445"
"gujarat",2021,4,"kachchh ","5470337","11281039516"
"gujarat",2021,4,"urendranagar ","1571774","3524100667"
"gujarat",2021,4,"morbi ","1763058","4532702026"
"gujarat",2022,1,"anand ","3048076","5515844714"
"gujarat",2022,1,"jamnagar ","2155185","3995387220"
"gujarat",2022,1,"evbhumi dwarka ","577554","1393188002"
"gujarat",2022,1,"ajkot ","5044420","11183107357"
"gujarat",2022,1,"aravallis ","1603295","3245867370"
"gujarat",2022,1,"hhotaudepur ","469160","961037556"
"gujarat",2022,1,"botad ","1089654","2529006397"
"gujarat",2022,1,"bharuch ","7704075","12142511078"
"gujarat",2022,1,"bhavnagar ","2733486","6507151537"
"gujarat",2022,1,"junagadh ","1159000","2632740613"
"gujarat",2022,1,"mahesana ","5772191","12148997855"
"gujarat",2022,1,"he dangs ","199292","319930742"
"gujarat",2022,1,"kheda ","2392631","4653031406"
"gujarat",2022,1,"urat ","31199368","60384509134"
"gujarat",2022,1,"porbandar ","368108","1041885112"
"gujarat",2022,1,"gandhinagar ","8605006","14673670632"
"gujarat",2022,1,"panch mahals ","2317566","4354464950"
"gujarat",2022,1,"narmada ","590661","1028206703"
"gujarat",2022,1,"gir somnath ","1311753","3149910594"
"gujarat",2022,1,"valsad ","6673719","11065186874"
"gujarat",2022,1,"mahisagar ","634329","1400068532"
"gujarat",2022,1,"abar kantha ","3018096","5899494955"
"gujarat",2022,1,"api ","1479525","2625677244"
"gujarat",2022,1,"vadodara ","14343830","22232541229"
"gujarat",2022,1,"banas kantha ","7973644","18279879154"
"gujarat",2022,1,"amreli ","1139593","2619535837"
"gujarat",2022,1,"ahmadabad ","79952986","140746136456"
"gujarat",2022,1,"ohad ","1492215","3303671730"
"gujarat",2022,1,"navsari ","2558811","4448236738"
"gujarat",2022,1,"patan ","2676329","5505990583"
"gujarat",2022,1,"kachchh ","6493295","13234467234"
"gujarat",2022,1,"urendranagar ","1770045","4155739567"
"gujarat",2022,1,"morbi ","2000248","5171017148"
"gujarat",2022,2,"anand ","3366969","5980713687"
"gujarat",2022,2,"jamnagar ","2577307","4428726323"
"gujarat",2022,2,"evbhumi dwarka ","699907","1553973410"
"gujarat",2022,2,"ajkot ","6063252","12629937170"
"gujarat",2022,2,"aravallis ","1985375","3936343254"
"gujarat",2022,2,"hhotaudepur ","554481","1118837886"
"gujarat",2022,2,"botad ","1319494","2481012651"
"gujarat",2022,2,"bharuch ","8898927","13524403307"
"gujarat",2022,2,"bhavnagar ","3280598","7203081678"
"gujarat",2022,2,"junagadh ","1303634","2870016920"
"gujarat",2022,2,"mahesana ","6831581","13686497406"
"gujarat",2022,2,"he dangs ","242942","386904516"
"gujarat",2022,2,"kheda ","2804743","5136552729"
"gujarat",2022,2,"urat ","37371820","68525386888"
"gujarat",2022,2,"porbandar ","451806","1247309372"
"gujarat",2022,2,"gandhinagar ","10158506","16650584409"
"gujarat",2022,2,"panch mahals ","2768107","4913162125"
"gujarat",2022,2,"narmada ","728214","1199594622"
"gujarat",2022,2,"gir somnath ","1593762","3597900919"
"gujarat",2022,2,"valsad ","8033358","12554813235"
"gujarat",2022,2,"mahisagar ","787617","1679677472"
"gujarat",2022,2,"abar kantha ","3593785","6977672566"
"gujarat",2022,2,"api ","1783511","3029292345"
"gujarat",2022,2,"vadodara ","16566055","24927078678"
"gujarat",2022,2,"banas kantha ","9732655","20605533611"
"gujarat",2022,2,"amreli ","1320163","2813019600"
"gujarat",2022,2,"ahmadabad ","96453555","161506106646"
"gujarat",2022,2,"ohad ","1809814","3896428798"
"gujarat",2022,2,"navsari ","3327016","5310124254"
"gujarat",2022,2,"patan ","3116746","6276857246"
"gujarat",2022,2,"kachchh ","7934471","15334005512"
"gujarat",2022,2,"urendranagar ","2087742","4713415151"
"gujarat",2022,2,"morbi ","2504883","6103036588"
"gujarat",2022,3,"anand ","3910410","6469350595"
"gujarat",2022,3,"jamnagar ","3714625","5733544044"
"gujarat",2022,3,"evbhumi dwarka ","918151","1779143513"
"gujarat",2022,3,"ajkot ","8053297","15206611341"
"gujarat",2022,3,"aravallis ","2236769","3920741953"
"gujarat",2022,3,"hhotaudepur ","545300","995504885"
"gujarat",2022,3,"botad ","1433437","2591773864"
"gujarat",2022,3,"bharuch ","11270803","15949022078"
"gujarat",2022,3,"bhavnagar ","4568839","9041452291"
"gujarat",2022,3,"junagadh ","1537367","3043926125"
"gujarat",2022,3,"mahesana ","6403784","12429803357"
"gujarat",2022,3,"he dangs ","254111","381893548"
"gujarat",2022,3,"kheda ","3591066","5933588858"
"gujarat",2022,3,"urat ","46500453","78304481289"
"gujarat",2022,3,"porbandar ","578802","1357830611"
"gujarat",2022,3,"gandhinagar ","10879868","17098915693"
"gujarat",2022,3,"panch mahals ","2823294","4508411918"
"gujarat",2022,3,"narmada ","723343","1114771649"
"gujarat",2022,3,"gir somnath ","1406104","3027458849"
"gujarat",2022,3,"valsad ","9633288","13905599409"
"gujarat",2022,3,"mahisagar ","1122900","1986607332"
"gujarat",2022,3,"abar kantha ","3760015","6565494235"
"gujarat",2022,3,"api ","1473584","2258710020"
"gujarat",2022,3,"vadodara ","23318716","32733106035"
"gujarat",2022,3,"banas kantha ","11035119","22401495022"
"gujarat",2022,3,"amreli ","1325138","2656525027"
"gujarat",2022,3,"ahmadabad ","117574996","184255244713"
"gujarat",2022,3,"ohad ","2182542","3862273582"
"gujarat",2022,3,"navsari ","2421727","3829182730"
"gujarat",2022,3,"patan ","3407916","6332131544"
"gujarat",2022,3,"kachchh ","9375781","16533683640"
"gujarat",2022,3,"urendranagar ","2522750","5153708092"
"gujarat",2022,3,"morbi ","2735437","6075514371"
"gujarat",2022,4,"anand ","4351503","7433779371"
"gujarat",2022,4,"jamnagar ","4945374","7625464587"
"gujarat",2022,4,"evbhumi dwarka ","910863","1848097499"
"gujarat",2022,4,"ajkot ","9260831","17834314869"
"gujarat",2022,4,"aravallis ","2532438","4651225998"
"gujarat",2022,4,"hhotaudepur ","640222","1199597590"
"gujarat",2022,4,"botad ","1634212","3051272765"
"gujarat",2022,4,"bharuch ","15879527","22486941030"
"gujarat",2022,4,"bhavnagar ","5089277","10905403198"
"gujarat",2022,4,"junagadh ","2532155","4948034874"
"gujarat",2022,4,"mahesana ","7160396","14173625244"
"gujarat",2022,4,"he dangs ","317748","463583959"
"gujarat",2022,4,"kheda ","3509944","6102744147"
"gujarat",2022,4,"urat ","52037142","85923991747"
"gujarat",2022,4,"porbandar ","615650","1513924726"
"gujarat",2022,4,"gandhinagar ","12010565","19015449814"
"gujarat",2022,4,"panch mahals ","3308022","5455257544"
"gujarat",2022,4,"narmada ","846033","1308463853"
"gujarat",2022,4,"gir somnath ","1671989","3731133998"
"gujarat",2022,4,"valsad ","11103340","15842261458"
"gujarat",2022,4,"mahisagar ","1619162","2861334019"
"gujarat",2022,4,"abar kantha ","4958012","8965673463"
"gujarat",2022,4,"api ","1635320","2610910574"
"gujarat",2022,4,"vadodara ","20968443","30304178848"
"gujarat",2022,4,"banas kantha ","12352158","25179922290"
"gujarat",2022,4,"amreli ","1619039","3343832002"
"gujarat",2022,4,"ahmadabad ","133174553","212037117715"
"gujarat",2022,4,"ohad ","2608983","4807410075"
"gujarat",2022,4,"navsari ","2509503","4046502523"
"gujarat",2022,4,"patan ","3819745","7472645579"
"gujarat",2022,4,"kachchh ","9617702","17113433243"
"gujarat",2022,4,"urendranagar ","2537495","5716407621"
"gujarat",2022,4,"morbi ","3378672","7944369114"
"gujarat",2023,1,"anand ","5397666","9009210736"
"gujarat",2023,1,"jamnagar ","4756337","7167434719"
"gujarat",2023,1,"evbhumi dwarka ","1415994","2752477571"
"gujarat",2023,1,"ajkot ","10331784","19918564828"
"gujarat",2023,1,"aravallis ","4030723","6867703665"
"gujarat",2023,1,"hhotaudepur ","1063601","1949399026"
"gujarat",2023,1,"botad ","2614974","4334114751"
"gujarat",2023,1,"bharuch ","17611455","23420620380"
"gujarat",2023,1,"bhavnagar ","5891467","12426320689"
"gujarat",2023,1,"junagadh ","2103076","4380773447"
"gujarat",2023,1,"mahesana ","11768050","21693083051"
"gujarat",2023,1,"he dangs ","525483","743925303"
"gujarat",2023,1,"kheda ","5309300","8871328725"
"gujarat",2023,1,"urat ","59319420","95572900783"
"gujarat",2023,1,"porbandar ","781192","2010358003"
"gujarat",2023,1,"gandhinagar ","19462874","28898357911"
"gujarat",2023,1,"panch mahals ","4382750","6885930879"
"gujarat",2023,1,"narmada ","1331119","2006640636"
"gujarat",2023,1,"gir somnath ","2525075","5400719200"
"gujarat",2023,1,"valsad ","15422170","21497483690"
"gujarat",2023,1,"mahisagar ","1662680","3003221233"
"gujarat",2023,1,"abar kantha ","7019623","11873701987"
"gujarat",2023,1,"api ","2629964","4183517799"
"gujarat",2023,1,"vadodara ","25446746","33703262986"
"gujarat",2023,1,"banas kantha ","20363171","39328998688"
"gujarat",2023,1,"amreli ","2349744","4616129601"
"gujarat",2023,1,"ahmadabad ","88124113","144675922269"
"gujarat",2023,1,"ohad ","4195072","7548858403"
"gujarat",2023,1,"navsari ","4107219","6361291325"
"gujarat",2023,1,"patan ","6352036","11479571861"
"gujarat",2023,1,"kachchh ","15804575","26116703929"
"gujarat",2023,1,"urendranagar ","3921552","8632632976"
"gujarat",2023,1,"morbi ","4490321","10495027756"
"gujarat",2023,2,"anand ","5851772","9203602342"
"gujarat",2023,2,"jamnagar ","5521568","7701542445"
"gujarat",2023,2,"evbhumi dwarka ","1524055","2754024478"
"gujarat",2023,2,"ajkot ","11886801","21473977466"
"gujarat",2023,2,"aravallis ","4798591","7885461417"
"gujarat",2023,2,"hhotaudepur ","1244113","2137462845"
"gujarat",2023,2,"botad ","2813449","4652143736"
"gujarat",2023,2,"bharuch ","20492081","25552850416"
"gujarat",2023,2,"bhavnagar ","6951883","13318758008"
"gujarat",2023,2,"junagadh ","2403109","4751272420"
"gujarat",2023,2,"mahesana ","13635469","23684515815"
"gujarat",2023,2,"he dangs ","619051","870841121"
"gujarat",2023,2,"kheda ","6085143","9433647106"
"gujarat",2023,2,"urat ","68998170","102075692702"
"gujarat",2023,2,"porbandar ","883224","2116550620"
"gujarat",2023,2,"gandhinagar ","22421756","31572312133"
"gujarat",2023,2,"panch mahals ","5008744","7340222097"
"gujarat",2023,2,"narmada ","1550920","2170877095"
"gujarat",2023,2,"gir somnath ","2968910","6039493391"
"gujarat",2023,2,"valsad ","17817488","23874686294"
"gujarat",2023,2,"mahisagar ","1968493","3393183608"
"gujarat",2023,2,"abar kantha ","8082316","13228245431"
"gujarat",2023,2,"api ","3071773","4542977182"
"gujarat",2023,2,"vadodara ","28126951","36036104419"
"gujarat",2023,2,"banas kantha ","23444277","42180609726"
"gujarat",2023,2,"amreli ","2635417","4820975988"
"gujarat",2023,2,"ahmadabad ","100889578","156288216607"
"gujarat",2023,2,"ohad ","4873367","8161119377"
"gujarat",2023,2,"navsari ","4720973","7128327894"
"gujarat",2023,2,"patan ","7357468","12694378137"
"gujarat",2023,2,"kachchh ","18170694","27688475605"
"gujarat",2023,2,"urendranagar ","4699987","9385361251"
"gujarat",2023,2,"morbi ","5404962","11249299353"
"haryana",2018,1,"yamunanagar ","102917","125333910"
"haryana",2018,1,"onipat ","178766","279804666"
"haryana",2018,1,"jind ","117357","186842136"
"haryana",2018,1,"ohtak ","121728","215207976"
"haryana",2018,1,"faridabad ","521939","772738359"
"haryana",2018,1,"mahendragarh ","89413","119624308"
"haryana",2018,1,"hisar ","240517","355732766"
"haryana",2018,1,"karnal ","169313","247718779"
"haryana",2018,1,"fatehabad ","116455","105677674"
"haryana",2018,1,"palwal ","97942","145340108"
"haryana",2018,1,"harkhi dadri ","32910","49515980"
"haryana",2018,1,"ambala ","119503","189250272"
"haryana",2018,1,"ewari ","199418","280095219"
"haryana",2018,1,"panchkula ","86298","142847688"
"haryana",2018,1,"bhiwani ","125150","190361119"
"haryana",2018,1,"a ","164867","164313976"
"haryana",2018,1,"mewat ","80255","132978793"
"haryana",2018,1,"panipat ","183960","263054775"
"haryana",2018,1,"gurugram ","1408070","2317083394"
"haryana",2018,1,"kaithal ","98466","149686426"
"haryana",2018,1,"kurukshetra ","110204","172343157"
"haryana",2018,1,"jhajjar ","115322","187960034"
"haryana",2018,2,"yamunanagar ","145792","222903346"
"haryana",2018,2,"onipat ","253130","475518495"
"haryana",2018,2,"jind ","155618","316637352"
"haryana",2018,2,"ohtak ","179677","372787270"
"haryana",2018,2,"faridabad ","698865","1211325239"
"haryana",2018,2,"mahendragarh ","120215","213293581"
"haryana",2018,2,"hisar ","320500","627894549"
"haryana",2018,2,"karnal ","224254","430353502"
"haryana",2018,2,"fatehabad ","169161","203643681"
"haryana",2018,2,"palwal ","128161","242183537"
"haryana",2018,2,"harkhi dadri ","43322","88537039"
"haryana",2018,2,"ambala ","180500","352994751"
"haryana",2018,2,"ewari ","263194","453157049"
"haryana",2018,2,"panchkula ","130924","264234229"
"haryana",2018,2,"bhiwani ","167009","329873005"
"haryana",2018,2,"a ","234948","288080253"
"haryana",2018,2,"mewat ","115296","249716564"
"haryana",2018,2,"panipat ","265754","440169913"
"haryana",2018,2,"gurugram ","1893511","3604758915"
"haryana",2018,2,"kaithal ","142167","283466007"
"haryana",2018,2,"kurukshetra ","153556","302704099"
"haryana",2018,2,"jhajjar ","165377","346182065"
"haryana",2018,3,"yamunanagar ","165095","320728122"
"haryana",2018,3,"onipat ","315829","689899151"
"haryana",2018,3,"jind ","186905","487064678"
"haryana",2018,3,"ohtak ","242013","568546327"
"haryana",2018,3,"faridabad ","1058983","1722572594"
"haryana",2018,3,"mahendragarh ","145319","313539207"
"haryana",2018,3,"hisar ","390428","961080726"
"haryana",2018,3,"karnal ","282956","594890204"
"haryana",2018,3,"fatehabad ","159967","308682509"
"haryana",2018,3,"palwal ","173758","381999796"
"haryana",2018,3,"harkhi dadri ","49278","120685429"
"haryana",2018,3,"ambala ","233248","522223540"
"haryana",2018,3,"ewari ","350599","643047742"
"haryana",2018,3,"panchkula ","171066","391072983"
"haryana",2018,3,"bhiwani ","207426","475078358"
"haryana",2018,3,"a ","222321","409263124"
"haryana",2018,3,"mewat ","138275","371454678"
"haryana",2018,3,"panipat ","331409","660571357"
"haryana",2018,3,"gurugram ","2877059","5115393852"
"haryana",2018,3,"kaithal ","149271","393148925"
"haryana",2018,3,"kurukshetra ","195635","451182253"
"haryana",2018,3,"jhajjar ","215184","473013451"
"haryana",2018,4,"yamunanagar ","216626","469237640"
"haryana",2018,4,"onipat ","428989","1037340218"
"haryana",2018,4,"jind ","259036","778822776"
"haryana",2018,4,"ohtak ","300319","829370093"
"haryana",2018,4,"faridabad ","2271109","2832603201"
"haryana",2018,4,"mahendragarh ","211639","545441258"
"haryana",2018,4,"hisar ","511206","1476103126"
"haryana",2018,4,"karnal ","356327","883621789"
"haryana",2018,4,"fatehabad ","203164","453801170"
"haryana",2018,4,"palwal ","383775","672481292"
"haryana",2018,4,"harkhi dadri ","69055","210310441"
"haryana",2018,4,"ambala ","313017","778868451"
"haryana",2018,4,"ewari ","535609","1038332554"
"haryana",2018,4,"panchkula ","237408","563481852"
"haryana",2018,4,"bhiwani ","267720","748611719"
"haryana",2018,4,"a ","290380","618718730"
"haryana",2018,4,"mewat ","223048","658766830"
"haryana",2018,4,"panipat ","427930","960831967"
"haryana",2018,4,"gurugram ","4651606","7834266745"
"haryana",2018,4,"kaithal ","211975","600215099"
"haryana",2018,4,"kurukshetra ","260273","658077492"
"haryana",2018,4,"jhajjar ","319972","741571574"
"haryana",2019,1,"yamunanagar ","316341","621768080"
"haryana",2019,1,"onipat ","699422","1419939621"
"haryana",2019,1,"jind ","347169","901895354"
"haryana",2019,1,"ohtak ","575222","1345411743"
"haryana",2019,1,"faridabad ","4020631","4128377201"
"haryana",2019,1,"mahendragarh ","329809","700858191"
"haryana",2019,1,"hisar ","703750","1656524676"
"haryana",2019,1,"karnal ","589011","1295083691"
"haryana",2019,1,"fatehabad ","241196","525503934"
